,Year,Area,Variable,Generation (TWh),Share of production (%),Kind of energy
682,2001,Finland,Hard Coal,10.614,14.2839096199143,Fossil
683,2001,Finland,Lignite,0.0,0.0,Fossil
684,2001,Finland,Gas,11.69,15.7319486957602,Fossil
685,2001,Finland,Other fossil,7.68182,10.3378954773365,Fossil
686,2001,Finland,Nuclear,22.773,30.647020329217,Fossil
688,2001,Finland,Hydro,13.205,17.7707769484613,Renewable
690,2001,Finland,Wind,0.07,0.0942032856033546,Renewable
691,2001,Finland,Solar,0.001715,0.00230798049728218,Renewable
692,2001,Finland,Bioenergy,8.271852,11.1319376632097,Renewable
693,2001,Finland,Other renewables,0.0,0.0,Renewable
698,2001,France,Coal,20.478,3.7554551961697,Fossil
699,2001,France,Hard Coal,20.077,3.6819159084627,Fossil
700,2001,France,Lignite,0.401,0.0735392877070052,Fossil
701,2001,France,Gas,15.146,2.77762107633491,Fossil
702,2001,France,Other fossil,10.848,1.98941195273215,Fossil
703,2001,France,Nuclear,421.076,77.221020225723,Fossil
705,2001,France,Hydro,74.267427,13.6198844922992,Renewable
707,2001,France,Wind,0.131239999999999,0.0240680701213649,Renewable
708,2001,France,Solar,0.006161,0.00112986421836124,Renewable
709,2001,France,Bioenergy,2.849,0.522477383235057,Renewable
710,2001,France,Other renewables,0.484932999999999,0.0889317391661375,Renewable
715,2001,Germany,Coal,293.2,50.3780068728522,Fossil
716,2001,Germany,Hard Coal,138.4,23.7800687285223,Fossil
717,2001,Germany,Lignite,154.8,26.5979381443299,Fossil
718,2001,Germany,Gas,55.5,9.5360824742268,Fossil
719,2001,Germany,Other fossil,23.0,3.95189003436426,Fossil
720,2001,Germany,Nuclear,171.3,29.4329896907216,Fossil
722,2001,Germany,Hydro,23.2,3.98625429553264,Renewable
724,2001,Germany,Wind,10.5,1.8041237113402,Renewable
725,2001,Germany,Solar,0.1,0.0171821305841924,Renewable
726,2001,Germany,Bioenergy,5.19999999999999,0.893470790378006,Renewable
727,2001,Germany,Other renewables,0.0,0.0,Renewable
732,2001,Greece,Coal,35.431,66.7552189313437,Fossil
733,2001,Greece,Hard Coal,0.006,0.0113045444268595,Fossil
734,2001,Greece,Lignite,35.425,66.7439143869168,Fossil
735,2001,Greece,Gas,6.133,11.5551284949883,Fossil
736,2001,Greece,Other fossil,8.58,16.1654985304092,Fossil
737,2001,Greece,Nuclear,0.0,0.0,Fossil
739,2001,Greece,Hydro,2.097,3.95093827718742,Renewable
741,2001,Greece,Wind,0.756,1.4243725977843,Renewable
742,2001,Greece,Solar,0.0,0.0,Renewable
743,2001,Greece,Bioenergy,0.079,0.148843168286984,Renewable
744,2001,Greece,Other renewables,0.0,0.0,Renewable
749,2001,Hungary,Coal,8.839,24.2728117953068,Fossil
750,2001,Hungary,Hard Coal,0.05,0.137305191737226,Fossil
751,2001,Hungary,Lignite,8.789,24.1355066035696,Fossil
752,2001,Hungary,Gas,8.861,24.3332260796712,Fossil
753,2001,Hungary,Other fossil,4.332,11.8961218121132,Fossil
754,2001,Hungary,Nuclear,14.126,38.7914627696011,Fossil
756,2001,Hungary,Hydro,0.186,0.510775313262481,Renewable
758,2001,Hungary,Wind,0.001,0.00274610383474452,Renewable
759,2001,Hungary,Solar,0.0,0.0,Renewable
760,2001,Hungary,Bioenergy,0.070229,0.192856126210273,Renewable
761,2001,Hungary,Other renewables,0.0,0.0,Renewable
766,2001,Ireland,Coal,7.062,28.6700227346541,Fossil
767,2001,Ireland,Hard Coal,7.062,28.6700227346541,Fossil
768,2001,Ireland,Lignite,0.0,0.0,Fossil
769,2001,Ireland,Gas,9.147,37.1346216303994,Fossil
770,2001,Ireland,Other fossil,7.396,30.0259824618382,Fossil
771,2001,Ireland,Nuclear,0.0,0.0,Fossil
773,2001,Ireland,Hydro,0.596,2.41961675868788,Renewable
775,2001,Ireland,Wind,0.334,1.35595972718415,Renewable
776,2001,Ireland,Solar,0.0,0.0,Renewable
777,2001,Ireland,Bioenergy,0.097,0.393796687236115,Renewable
778,2001,Ireland,Other renewables,0.0,0.0,Renewable
783,2001,Italy,Coal,31.73,11.7053491442436,Fossil
784,2001,Italy,Hard Coal,31.727,11.7042424298587,Fossil
785,2001,Italy,Lignite,0.003,0.00110671438489539,Fossil
786,2001,Italy,Gas,104.188,38.435452777827,Fossil
787,2001,Italy,Other fossil,80.807147,29.8101439957522,Fossil
788,2001,Italy,Nuclear,0.0,0.0,Fossil
790,2001,Italy,Hydro,46.810273,17.2685341633268,Renewable
792,2001,Italy,Wind,1.179,0.434938753263889,Renewable
793,2001,Italy,Solar,0.019,0.00700919110433749,Renewable
794,2001,Italy,Bioenergy,1.832229,0.675918063574167,Renewable
795,2001,Italy,Other renewables,4.507,1.66265391090784,Renewable
800,2001,Latvia,Coal,0.0,0.0,Fossil
801,2001,Latvia,Hard Coal,0.0,0.0,Fossil
802,2001,Latvia,Lignite,0.0,0.0,Fossil
803,2001,Latvia,Gas,1.304,30.4663643394009,Fossil
804,2001,Latvia,Other fossil,0.137,3.2008373577438,Fossil
805,2001,Latvia,Nuclear,0.0,0.0,Fossil
807,2001,Latvia,Hydro,2.833105,66.1920315504435,Renewable
809,2001,Latvia,Wind,0.003433,0.0802078441542663,Renewable
810,2001,Latvia,Solar,0.0,0.0,Renewable
811,2001,Latvia,Bioenergy,0.00259199999999999,0.0605589082574594,Renewable
812,2001,Latvia,Other renewables,0.0,0.0,Renewable
817,2001,Lithuania,Coal,0.0,0.0,Fossil
818,2001,Lithuania,Hard Coal,0.0,0.0,Fossil
819,2001,Lithuania,Lignite,0.0,0.0,Fossil
820,2001,Lithuania,Gas,1.884,13.1807648145779,Fossil
821,2001,Lithuania,Other fossil,0.72,5.03723496098521,Fossil
822,2001,Lithuania,Nuclear,11.362,79.4903661482139,Fossil
824,2001,Lithuania,Hydro,0.325555999999999,2.2776417568868,Renewable
826,2001,Lithuania,Wind,0.0,0.0,Renewable
827,2001,Lithuania,Solar,0.0,0.0,Renewable
828,2001,Lithuania,Bioenergy,0.002,0.01399231933607,Renewable
829,2001,Lithuania,Other renewables,0.0,0.0,Renewable
834,2001,Luxembourg,Coal,0.0,0.0,Fossil
835,2001,Luxembourg,Hard Coal,0.0,0.0,Fossil
836,2001,Luxembourg,Lignite,0.0,0.0,Fossil
837,2001,Luxembourg,Gas,0.666443999999999,76.7732481787141,Fossil
838,2001,Luxembourg,Other fossil,0.033933,3.90902556020956,Fossil
839,2001,Luxembourg,Nuclear,0.0,0.0,Fossil
841,2001,Luxembourg,Hydro,0.118032,13.5970914720966,Renewable
843,2001,Luxembourg,Wind,0.0237399999999999,2.73480879378113,Renewable
844,2001,Luxembourg,Solar,4.6e-05,0.00529912403175788,Renewable
845,2001,Luxembourg,Bioenergy,0.025873,2.98052687116677,Renewable
846,2001,Luxembourg,Other renewables,0.0,0.0,Renewable
851,2001,Malta,Coal,0.0,0.0,Fossil
852,2001,Malta,Hard Coal,0.0,0.0,Fossil
853,2001,Malta,Lignite,0.0,0.0,Fossil
854,2001,Malta,Gas,0.0,0.0,Fossil
855,2001,Malta,Other fossil,1.943,100.0,Fossil
856,2001,Malta,Nuclear,0.0,0.0,Fossil
858,2001,Malta,Hydro,0.0,0.0,Renewable
860,2001,Malta,Wind,0.0,0.0,Renewable
861,2001,Malta,Solar,0.0,0.0,Renewable
862,2001,Malta,Bioenergy,0.0,0.0,Renewable
863,2001,Malta,Other renewables,0.0,0.0,Renewable
868,2001,Netherlands,Coal,25.481,27.2753337417693,Fossil
869,2001,Netherlands,Hard Coal,25.481,27.2753337417693,Fossil
870,2001,Netherlands,Lignite,0.0,0.0,Fossil
871,2001,Netherlands,Gas,53.771,57.5574730437847,Fossil
872,2001,Netherlands,Other fossil,6.89121,7.37647865604247,Fossil
873,2001,Netherlands,Nuclear,3.976,4.25598394714787,Fossil
875,2001,Netherlands,Hydro,0.117279,0.125537611000391,Renewable
877,2001,Netherlands,Wind,0.825419999999999,0.883544836432292,Renewable
878,2001,Netherlands,Solar,0.0116439999999999,0.0124639529880759,Renewable
879,2001,Netherlands,Bioenergy,2.347852,2.51318421083476,Renewable
880,2001,Netherlands,Other renewables,0.0,0.0,Renewable
885,2001,Poland,Coal,134.97,93.9114448681789,Fossil
886,2001,Poland,Hard Coal,80.367,55.9189530245309,Fossil
887,2001,Poland,Lignite,54.603,37.992491843648,Fossil
888,2001,Poland,Gas,1.358,0.944889546795487,Fossil
889,2001,Poland,Other fossil,4.609502,3.20726822955294,Fossil
890,2001,Poland,Nuclear,0.0,0.0,Fossil
892,2001,Poland,Hydro,2.32499999999999,1.61772326678903,Renewable
894,2001,Poland,Wind,0.014,0.00974112934840709,Renewable
895,2001,Poland,Solar,0.0,0.0,Renewable
896,2001,Poland,Bioenergy,0.444,0.308932959335196,Renewable
897,2001,Poland,Other renewables,0.0,0.0,Renewable
902,2001,Portugal,Coal,13.606,29.4706290071044,Fossil
903,2001,Portugal,Hard Coal,13.606,29.4706290071044,Fossil
904,2001,Portugal,Lignite,0.0,0.0,Fossil
905,2001,Portugal,Gas,7.212,15.6212094957546,Fossil
906,2001,Portugal,Other fossil,9.609,20.8131173106913,Fossil
907,2001,Portugal,Nuclear,0.0,0.0,Fossil
909,2001,Portugal,Hydro,14.034,30.3976780453994,Renewable
911,2001,Portugal,Wind,0.256,0.554496621036215,Renewable
912,2001,Portugal,Solar,0.001,0.00216600242592271,Renewable
913,2001,Portugal,Bioenergy,1.345,2.91327326286605,Renewable
914,2001,Portugal,Other renewables,0.105,0.227430254721885,Renewable
919,2001,Romania,Coal,19.694,36.7830260921536,Fossil
920,2001,Romania,Hard Coal,0.926,1.72951569824993,Fossil
921,2001,Romania,Lignite,18.768,35.0535103939037,Fossil
922,2001,Romania,Gas,8.073,15.0781643973777,Fossil
923,2001,Romania,Other fossil,5.405,10.0950673315776,Fossil
924,2001,Romania,Nuclear,5.446,10.1716441605498,Fossil
926,2001,Romania,Hydro,14.923,27.872098018341,Renewable
928,2001,Romania,Wind,0.0,0.0,Renewable
929,2001,Romania,Solar,0.0,0.0,Renewable
930,2001,Romania,Bioenergy,0.0,0.0,Renewable
931,2001,Romania,Other renewables,0.0,0.0,Renewable
936,2001,Slovakia,Coal,5.822,18.2872435325602,Fossil
937,2001,Slovakia,Hard Coal,3.184,10.0011307811184,Fossil
938,2001,Slovakia,Lignite,2.638,8.28611275144174,Fossil
939,2001,Slovakia,Gas,2.699,8.47771732984885,Fossil
940,2001,Slovakia,Other fossil,1.131,3.55253734718749,Fossil
941,2001,Slovakia,Nuclear,17.103,53.7215263032252,Fossil
943,2001,Slovakia,Hydro,4.927,15.4759960297018,Renewable
945,2001,Slovakia,Wind,0.0,0.0,Renewable
946,2001,Slovakia,Solar,0.0,0.0,Renewable
947,2001,Slovakia,Bioenergy,0.1544,0.484979457476347,Renewable
948,2001,Slovakia,Other renewables,0.0,0.0,Renewable
953,2001,Slovenia,Coal,4.919,34.0046656696389,Fossil
954,2001,Slovenia,Hard Coal,0.352,2.43334871228153,Fossil
955,2001,Slovenia,Lignite,4.567,31.5713169573573,Fossil
956,2001,Slovenia,Gas,0.296,2.04622505350947,Fossil
957,2001,Slovenia,Other fossil,0.126,0.871028232237141,Fossil
958,2001,Slovenia,Nuclear,5.257,36.3412334672274,Fossil
960,2001,Slovenia,Hydro,3.79573799999999,26.2396425410741,Renewable
962,2001,Slovenia,Wind,0.0,0.0,Renewable
963,2001,Slovenia,Solar,0.0,0.0,Renewable
964,2001,Slovenia,Bioenergy,0.071924,0.49720503631289,Renewable
965,2001,Slovenia,Other renewables,0.0,0.0,Renewable
970,2001,Spain,Coal,70.27,30.1510340684802,Fossil
971,2001,Spain,Hard Coal,63.851,27.3968076890071,Fossil
972,2001,Spain,Lignite,6.419,2.75422637947309,Fossil
973,2001,Spain,Gas,23.358,10.0223118510254,Fossil
974,2001,Spain,Other fossil,26.429,11.3399982837037,Fossil
975,2001,Spain,Nuclear,63.708,27.335450098687,Fossil
977,2001,Spain,Hydro,40.888,17.5439800909637,Renewable
979,2001,Spain,Wind,6.759,2.90011155925512,Renewable
980,2001,Spain,Solar,0.017,0.00729425898910151,Renewable
981,2001,Spain,Bioenergy,1.631,0.699819788895563,Renewable
982,2001,Spain,Other renewables,0.0,0.0,Renewable
987,2001,Sweden,Coal,1.879,1.16278696309,Fossil
988,2001,Sweden,Hard Coal,1.879,1.16278696309,Fossil
989,2001,Sweden,Lignite,0.0,0.0,Fossil
990,2001,Sweden,Gas,0.395,0.244438983725679,Fossil
991,2001,Sweden,Other fossil,3.891,2.40787869791549,Fossil
992,2001,Sweden,Nuclear,72.109,44.6234194366456,Fossil
994,2001,Sweden,Hydro,79.0599999999999,48.9249267173473,Renewable
996,2001,Sweden,Wind,0.482,0.298277443432348,Renewable
997,2001,Sweden,Solar,0.001519,0.00094000712982103,Renewable
998,2001,Sweden,Bioenergy,3.777,2.33733175071364,Renewable
999,2001,Sweden,Other renewables,0.0,0.0,Renewable
1004,2001,United Kingdom,Coal,131.461,34.3807653085495,Fossil
1005,2001,United Kingdom,Hard Coal,131.461,34.3807653085495,Fossil
1006,2001,United Kingdom,Lignite,0.0,0.0,Fossil
1007,2001,United Kingdom,Gas,141.905,37.1121663543539,Fossil
1008,2001,United Kingdom,Other fossil,9.35919399999999,2.4476936307436,Fossil
1009,2001,United Kingdom,Nuclear,90.094,23.5621261796918,Fossil
1011,2001,United Kingdom,Hydro,4.055709,1.06068247836827,Renewable
1013,2001,United Kingdom,Wind,0.965086,0.252397252938642,Renewable
1014,2001,United Kingdom,Solar,0.00182,0.000475981415488702,Renewable
1015,2001,United Kingdom,Bioenergy,4.526038,1.18368679878882,Renewable
1016,2001,United Kingdom,Other renewables,2.3e-05,6.0151497561759e-06,Renewable
1021,2002,Austria,Coal,6.61299999999999,10.8966194231013,Fossil
1022,2002,Austria,Hard Coal,5.153,8.49089367718755,Fossil
1023,2002,Austria,Lignite,1.46,2.4057257459138,Fossil
1024,2002,Austria,Gas,9.308,15.3373255088806,Fossil
1025,2002,Austria,Other fossil,2.871411,4.73138860945212,Fossil
1026,2002,Austria,Nuclear,0.0,0.0,Fossil
1028,2002,Austria,Hydro,40.226881,66.2841392462403,Renewable
1030,2002,Austria,Wind,0.139818,0.230386138590531,Renewable
1031,2002,Austria,Solar,0.009029,0.0148776012053806,Renewable
1032,2002,Austria,Bioenergy,1.51744299999999,2.50037787195663,Renewable
1033,2002,Austria,Other renewables,0.00296499999999999,0.00488560057303728,Renewable
1038,2002,Belgium,Coal,10.029,12.3908128343567,Fossil
1039,2002,Belgium,Hard Coal,10.029,12.3908128343567,Fossil
1040,2002,Belgium,Lignite,0.0,0.0,Fossil
1041,2002,Belgium,Gas,17.868,22.0758843079356,Fossil
1042,2002,Belgium,Other fossil,4.544,5.61410444902951,Fossil
1043,2002,Belgium,Nuclear,47.36,58.5132012997442,Fossil
1045,2002,Belgium,Hydro,0.36,0.444779401771704,Renewable
1047,2002,Belgium,Wind,0.057,0.0704234052805199,Renewable
1048,2002,Belgium,Solar,0.0,0.0,Renewable
1049,2002,Belgium,Bioenergy,0.721,0.890794301881664,Renewable
1050,2002,Belgium,Other renewables,0.0,0.0,Renewable
1055,2002,Bulgaria,Coal,17.182,40.82107814022,Fossil
1056,2002,Bulgaria,Hard Coal,3.863,9.17773395737806,Fossil
1057,2002,Bulgaria,Lignite,13.319,31.6433441828419,Fossil
1058,2002,Bulgaria,Gas,1.539,3.65636359316718,Fossil
1059,2002,Bulgaria,Other fossil,1.032,2.45183055760138,Fossil
1060,2002,Bulgaria,Nuclear,20.222,48.043524744007,Fossil
1062,2002,Bulgaria,Hydro,2.116,5.02720296500439,Renewable
1064,2002,Bulgaria,Wind,0.0,0.0,Renewable
1065,2002,Bulgaria,Solar,0.0,0.0,Renewable
1066,2002,Bulgaria,Bioenergy,0.0,0.0,Renewable
1067,2002,Bulgaria,Other renewables,0.0,0.0,Renewable
1072,2002,Croatia,Coal,2.109,16.5992412674925,Fossil
1073,2002,Croatia,Hard Coal,2.096,16.4969225683567,Fossil
1074,2002,Croatia,Lignite,0.013,0.1023186991358,Fossil
1075,2002,Croatia,Gas,2.527,19.8891809781667,Fossil
1076,2002,Croatia,Other fossil,2.218,17.4571442064004,Fossil
1077,2002,Croatia,Nuclear,0.0,0.0,Fossil
1079,2002,Croatia,Hydro,5.85139999999999,46.0544335479402,Renewable
1081,2002,Croatia,Wind,0.0,0.0,Renewable
1082,2002,Croatia,Solar,0.0,0.0,Renewable
1083,2002,Croatia,Bioenergy,0.0,0.0,Renewable
1084,2002,Croatia,Other renewables,0.0,0.0,Renewable
1089,2002,Cyprus,Coal,0.0,0.0,Fossil
1090,2002,Cyprus,Hard Coal,0.0,0.0,Fossil
1091,2002,Cyprus,Lignite,0.0,0.0,Fossil
1092,2002,Cyprus,Gas,0.0,0.0,Fossil
1093,2002,Cyprus,Other fossil,3.785,100.0,Fossil
1094,2002,Cyprus,Nuclear,0.0,0.0,Fossil
1096,2002,Cyprus,Hydro,0.0,0.0,Renewable
1098,2002,Cyprus,Wind,0.0,0.0,Renewable
1099,2002,Cyprus,Solar,0.0,0.0,Renewable
1100,2002,Cyprus,Bioenergy,0.0,0.0,Renewable
1101,2002,Cyprus,Other renewables,0.0,0.0,Renewable
1106,2002,Czech Republic,Coal,49.907,65.6718777076392,Fossil
1107,2002,Czech Republic,Hard Coal,5.441,7.15973083149187,Fossil
1108,2002,Czech Republic,Lignite,44.466,58.5121468761473,Fossil
1109,2002,Czech Republic,Gas,1.605,2.11199558620556,Fossil
1110,2002,Czech Republic,Other fossil,2.746538,3.61412843199118,Fossil
1111,2002,Czech Republic,Nuclear,18.738,24.6570550120372,Fossil
1113,2002,Czech Republic,Hydro,2.492,3.27918567029548,Renewable
1115,2002,Czech Republic,Wind,0.00201599999999999,0.00265282436248623,Renewable
1116,2002,Czech Republic,Solar,0.000116,0.000152642671650993,Renewable
1117,2002,Czech Republic,Bioenergy,0.503807,0.662952124797174,Renewable
1118,2002,Czech Republic,Other renewables,0.0,0.0,Renewable
1123,2002,Denmark,Coal,18.257,46.4862249834496,Fossil
1124,2002,Denmark,Hard Coal,18.257,46.4862249834496,Fossil
1125,2002,Denmark,Lignite,0.0,0.0,Fossil
1126,2002,Denmark,Gas,9.59,24.4181901512451,Fossil
1127,2002,Denmark,Other fossil,4.638,11.8093395121454,Fossil
1128,2002,Denmark,Nuclear,0.0,0.0,Fossil
1130,2002,Denmark,Hydro,0.032,0.0814788409634872,Renewable
1132,2002,Denmark,Wind,4.877,12.4178846055914,Renewable
1133,2002,Denmark,Solar,0.001,0.00254621378010897,Renewable
1134,2002,Denmark,Bioenergy,1.879,4.78433569282477,Renewable
1135,2002,Denmark,Other renewables,0.0,0.0,Renewable
1140,2002,Estonia,Coal,0.0,0.0,Fossil
1141,2002,Estonia,Hard Coal,0.0,0.0,Fossil
1142,2002,Estonia,Lignite,0.0,0.0,Fossil
1143,2002,Estonia,Gas,0.529,6.20382314999413,Fossil
1144,2002,Estonia,Other fossil,7.968,93.4443532309135,Fossil
1145,2002,Estonia,Nuclear,0.0,0.0,Fossil
1147,2002,Estonia,Hydro,0.006,0.070364723818459,Renewable
1149,2002,Estonia,Wind,0.001,0.0117274539697431,Renewable
1150,2002,Estonia,Solar,0.0,0.0,Renewable
1151,2002,Estonia,Bioenergy,0.023,0.269731441304092,Renewable
1152,2002,Estonia,Other renewables,0.0,0.0,Renewable
1157,2002,EU-27,Coal,807.352,29.6421245609985,Fossil
1158,2002,EU-27,Hard Coal,460.08,16.8919488253255,Fossil
1159,2002,EU-27,Lignite,347.272,12.750175735673,Fossil
1160,2002,EU-27,Gas,374.570906,13.752461692766,Fossil
1161,2002,EU-27,Other fossil,246.301817,9.04303096928512,Fossil
1162,2002,EU-27,Nuclear,902.306,33.1283837088858,Fossil
1164,2002,EU-27,Hydro,314.698660999999,11.5542376912938,Renewable
1166,2002,EU-27,Wind,35.006516,1.28527272827538,Renewable
1167,2002,EU-27,Solar,0.278236,0.0102155022460512,Renewable
1168,2002,EU-27,Bioenergy,37.894886,1.39131993360621,Renewable
1169,2002,EU-27,Other renewables,5.255398,0.19295321264284,Renewable
1174,2002,EU27+1,Coal,931.631,29.9727740189886,Fossil
1175,2002,EU27+1,Hard Coal,584.359,18.8002119433146,Fossil
1176,2002,EU27+1,Lignite,347.272,11.1725620756739,Fossil
1177,2002,EU27+1,Gas,526.846906,16.9499117742339,Fossil
1178,2002,EU27+1,Other fossil,255.366434,8.21574251856903,Fossil
1179,2002,EU27+1,Nuclear,990.154,31.8555974264464,Fossil
1181,2002,EU27+1,Hydro,319.486235999999,10.2786282914644,Renewable
1183,2002,EU27+1,Wind,36.26254,1.16665172882239,Renewable
1184,2002,EU27+1,Solar,0.280934,0.00903831162364773,Renewable
1185,2002,EU27+1,Bioenergy,42.974012,1.38257566607949,Renewable
1186,2002,EU27+1,Other renewables,5.25545,0.169080263771916,Renewable
1191,2002,Finland,Coal,12.706,17.0047777054917,Fossil
1192,2002,Finland,Hard Coal,12.706,17.0047777054917,Fossil
1193,2002,Finland,Lignite,0.0,0.0,Fossil
1194,2002,Finland,Gas,11.625,15.5580466571967,Fossil
1195,2002,Finland,Other fossil,8.263498,11.0592591342496,Fossil
1196,2002,Finland,Nuclear,22.295,29.8379914169635,Fossil
1198,2002,Finland,Hydro,10.776,14.4218073787485,Renewable
1200,2002,Finland,Wind,0.064,0.0856529020267176,Renewable
1201,2002,Finland,Solar,0.001865,0.00249597909812231,Renewable
1202,2002,Finland,Bioenergy,8.988814,12.0299688262248,Renewable
1203,2002,Finland,Other renewables,0.0,0.0,Renewable
1208,2002,France,Coal,23.658,4.27324538423073,Fossil
1209,2002,France,Hard Coal,23.413,4.22899206107845,Fossil
1210,2002,France,Lignite,0.245,0.0442533231522753,Fossil
1211,2002,France,Gas,18.369,3.31791548156794,Fossil
1212,2002,France,Other fossil,10.637,1.92131672804388,Fossil
1213,2002,France,Nuclear,436.76,78.890128244848,Fossil
1215,2002,France,Hydro,60.3966119999999,10.9091868903615,Renewable
1217,2002,France,Wind,0.26559,0.0479724085551543,Renewable
1218,2002,France,Solar,0.00710399999999999,0.00128316574560719,Renewable
1219,2002,France,Bioenergy,3.043,0.549644336132138,Renewable
1220,2002,France,Other renewables,0.494432999999999,0.0893073605148936,Renewable
1225,2002,Germany,Coal,292.6,50.2835538752363,Fossil
1226,2002,Germany,Hard Coal,134.6,23.1311221859426,Fossil
1227,2002,Germany,Lignite,158.0,27.1524316892936,Fossil
1228,2002,Germany,Gas,56.3,9.67520192472933,Fossil
1229,2002,Germany,Other fossil,22.1,3.79790341983158,Fossil
1230,2002,Germany,Nuclear,164.8,28.3210173569341,Fossil
1232,2002,Germany,Hydro,23.7,4.07286475339405,Renewable
1234,2002,Germany,Wind,15.8,2.71524316892936,Renewable
1235,2002,Germany,Solar,0.2,0.0343701666953084,Renewable
1236,2002,Germany,Bioenergy,6.4,1.09984533424987,Renewable
1237,2002,Germany,Other renewables,0.0,0.0,Renewable
1242,2002,Greece,Coal,34.566,64.0763740847159,Fossil
1243,2002,Greece,Hard Coal,0.02,0.0370747984057836,Fossil
1244,2002,Greece,Lignite,34.546,64.0392992863101,Fossil
1245,2002,Greece,Gas,7.061,13.0892575771619,Fossil
1246,2002,Greece,Other fossil,8.741,16.2035406432477,Fossil
1247,2002,Greece,Nuclear,0.0,0.0,Fossil
1249,2002,Greece,Hydro,2.8,5.19047177680971,Renewable
1251,2002,Greece,Wind,0.651,1.20678468810825,Renewable
1252,2002,Greece,Solar,0.0,0.0,Renewable
1253,2002,Greece,Bioenergy,0.126,0.233571229956437,Renewable
1254,2002,Greece,Other renewables,0.0,0.0,Renewable
1259,2002,Hungary,Coal,8.983,24.8444477043044,Fossil
1260,2002,Hungary,Hard Coal,0.093,0.257211804130058,Fossil
1261,2002,Hungary,Lignite,8.89,24.5872359001743,Fossil
1262,2002,Hungary,Gas,10.738,29.6982833628878,Fossil
1263,2002,Hungary,Other fossil,2.246,6.2118033556571,Fossil
1264,2002,Hungary,Nuclear,13.953,38.5900677744806,Fossil
1266,2002,Hungary,Hydro,0.194,0.536549354851949,Renewable
1268,2002,Hungary,Wind,0.001,0.00276571832397912,Renewable
1269,2002,Hungary,Solar,0.0,0.0,Renewable
1270,2002,Hungary,Bioenergy,0.041972,0.116082729494051,Renewable
1271,2002,Hungary,Other renewables,0.0,0.0,Renewable
1276,2002,Ireland,Coal,6.821,27.4564263575252,Fossil
1277,2002,Ireland,Hard Coal,6.821,27.4564263575252,Fossil
1278,2002,Ireland,Lignite,0.0,0.0,Fossil
1279,2002,Ireland,Gas,10.83,43.5937688684941,Fossil
